Name,Team,NOC,Games,City,Sport,Event,Medal
Maria Olaru,Romania,ROU,2000 Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
Maria tefan-Mihoreanu (Cosma-),Romania,ROU,1984 Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
Maria Valentina Vezzali,Italy,ITA,1996 Summer,Atlanta,Fencing,"Fencing Women's Foil, Team",Gold
Maria Valentina Vezzali,Italy,ITA,2000 Summer,Sydney,Fencing,"Fencing Women's Foil, Individual",Gold
Maria Valentina Vezzali,Italy,ITA,2000 Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Gold
Maria Valentina Vezzali,Italy,ITA,2004 Summer,Athina,Fencing,"Fencing Women's Foil, Individual",Gold
Maria Valentina Vezzali,Italy,ITA,2008 Summer,Beijing,Fencing,"Fencing Women's Foil, Individual",Gold
Maria Valentina Vezzali,Italy,ITA,2012 Summer,London,Fencing,"Fencing Women's Foil, Team",Gold
"Maria Yolande Caroline Gertrude ""Marjolein"" Bolhuis-Eijsvogel",Netherlands,NED,1984 Summer,Los Angeles,Hockey,Hockey Women's Hockey,Gold
Marian Krzysztof Kasprzyk,Poland,POL,1964 Summer,Tokyo,Boxing,Boxing Men's Welterweight,Gold
Marian Wiesaw Ostafiski,Poland,POL,1972 Summer,Munich,Football,Football Men's Football,Gold
Mariana Pajn Londoo,Colombia,COL,2012 Summer,London,Cycling,Cycling Women's BMX,Gold
Mariana Pajn Londoo,Colombia,COL,2016 Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,Gold
Mariana Tnas-Fricioiu,Romania,ROU,1984 Summer,Los Angeles,Rowing,Rowing Women's Coxed Fours,Gold
"Marianne ""Mari"" Steinbrecher",Brazil,BRA,2008 Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Gold
"Marianne Antoinette ""Miek"" van Geenhuizen",Netherlands,NED,2008 Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
Marianne Florman Christensen,Denmark,DEN,1996 Summer,Atlanta,Handball,Handball Women's Handball,Gold
Marianne Iren Pettersen,Norway,NOR,2000 Summer,Sydney,Football,Football Women's Football,Gold
Marianne Vos,Netherlands,NED,2008 Summer,Beijing,Cycling,Cycling Women's Points Race,Gold
Marianne Vos,Netherlands,NED,2012 Summer,London,Cycling,"Cycling Women's Road Race, Individual",Gold
Mariano Nicols Gonzlez,Argentina,ARG,2004 Summer,Athina,Football,Football Men's Football,Gold
Maricia Titie ran (-Iordache),Romania,ROU,1984 Summer,Los Angeles,Rowing,Rowing Women's Coxed Quadruple Sculls,Gold
Maricica Puic (Luca-),Romania,ROU,1984 Summer,Los Angeles,Athletics,"Athletics Women's 3,000 metres",Gold
Marie Claude Maurice Germot,France,FRA,1906 Summer,Athina,Tennis,Tennis Men's Doubles,Gold
Marie Claude Maurice Germot,France,FRA,1912 Summer,Stockholm,Tennis,"Tennis Men's Doubles, Covered Courts",Gold
Marie Kovov (-uroviov),Czechoslovakia,TCH,1948 Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Gold
Marie Lon Flameng,France,FRA,1896 Summer,Athina,Cycling,Cycling Men's 100 kilometres,Gold
Marie Louise Corridon (-Mortell),United States,USA,1948 Summer,London,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Marie Victor Xavier Lardanchet,Union des Socits Franais de Sports Athletiques,FRA,1900 Summer,Paris,Rugby,Rugby Men's Rugby,Gold
Mariechen M. Wehselau (-Jackson),United States,USA,1924 Summer,Paris,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
Marie-Claire Restoux,France,FRA,1996 Summer,Atlanta,Judo,Judo Women's Half-Lightweight,Gold
Marie-Jos Juliana Prec (Hontas-),France,FRA,1992 Summer,Barcelona,Athletics,Athletics Women's 400 metres,Gold
Marie-Jos Juliana Prec (Hontas-),France,FRA,1996 Summer,Atlanta,Athletics,Athletics Women's 200 metres,Gold
Marie-Jos Juliana Prec (Hontas-),France,FRA,1996 Summer,Atlanta,Athletics,Athletics Women's 400 metres,Gold
Marieke Birgitta van Doorn,Netherlands,NED,1984 Summer,Los Angeles,Hockey,Hockey Women's Hockey,Gold
Marieke van den Ham,Netherlands,NED,2008 Summer,Beijing,Water Polo,Water Polo Women's Water Polo,Gold
Mariel Leigh Zagunis,United States,USA,2004 Summer,Athina,Fencing,"Fencing Women's Sabre, Individual",Gold
Mariel Leigh Zagunis,United States,USA,2008 Summer,Beijing,Fencing,"Fencing Women's Sabre, Individual",Gold
"Mariel Margaret ""Mia"" Hamm (-Corry, -Garciaparra)",United States,USA,1996 Summer,Atlanta,Football,Football Women's Football,Gold
"Mariel Margaret ""Mia"" Hamm (-Corry, -Garciaparra)",United States,USA,2004 Summer,Athina,Football,Football Women's Football,Gold
Marielle Thompson,Canada,CAN,2014 Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Ski Cross,Gold
Marie-Philip Poulin,Canada,CAN,2010 Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Marie-Philip Poulin,Canada,CAN,2014 Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
Marie-Theres Nadig,Switzerland,SUI,1972 Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Downhill,Gold
Marie-Theres Nadig,Switzerland,SUI,1972 Winter,Sapporo,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Gold
Mariko Okamoto (-Nakano),Japan,JPN,1976 Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Gold
Mariko Yoshida,Japan,JPN,1976 Summer,Montreal,Volleyball,Volleyball Women's Volleyball,Gold
Marilyn Agliotti,Netherlands,NED,2008 Summer,Beijing,Hockey,Hockey Women's Hockey,Gold
Marilyn Agliotti,Netherlands,NED,2012 Summer,London,Hockey,Hockey Women's Hockey,Gold
Marina Alabau Neira,Spain,ESP,2012 Summer,London,Sailing,Sailing Women's Windsurfer,Gold
Marina Anatolyevna Nikulina-Pankova,Soviet Union,URS,1988 Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Gold
Marina Charlotte Kalla,Sweden,SWE,2010 Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
Marina Charlotte Kalla,Sweden,SWE,2014 Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
Marina Kiehl,West Germany,FRG,1988 Winter,Calgary,Alpine Skiing,Alpine Skiing Women's Downhill,Gold
Marina Konstantinovna Shmonina,Unified Team,EUN,1992 Summer,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Marina Vikentyevna Lobach,Soviet Union,URS,1988 Summer,Seoul,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Individual,Gold
Marina Viktorovna Dobrancheva-Logvinenko,Unified Team,EUN,1992 Summer,Barcelona,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold
Marina Viktorovna Dobrancheva-Logvinenko,Unified Team,EUN,1992 Summer,Barcelona,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold
Marina Vladimirovna Klimova (-Ponomarenko),Unified Team-1,EUN,1992 Winter,Albertville,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
Marina Vladimirovna Koshevaya,Soviet Union,URS,1976 Summer,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,Gold
Marina Vladimirovna Sudakova (Yartseva-),Russia,RUS,2016 Summer,Rio de Janeiro,Handball,Handball Women's Handball,Gold
Marina Vyacheslavovna Anissina (-Dzhigurda),France-1,FRA,2002 Winter,Salt Lake City,Figure Skating,Figure Skating Mixed Ice Dancing,Gold
Marina Wilke (-Jhrling),East Germany,GDR,1976 Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Gold
Marina Wilke (-Jhrling),East Germany,GDR,1980 Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Marina Yevgenyevna Kumysh,Soviet Union,URS,1988 Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Gold
Marino Enrico Vigna,Italy,ITA,1960 Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Marino Morettini,Italy,ITA,1952 Summer,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
"Marinus Augustinus Josephus ""Ren"" Pijnen",Netherlands,NED,1968 Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Marinus Kraus,Germany,GER,2014 Winter,Sochi,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
Mario Aldo Montano,Italy,ITA,1972 Summer,Munich,Fencing,"Fencing Men's Sabre, Team",Gold
Mario Armano,Italy-1,ITA,1968 Winter,Grenoble,Bobsleigh,Bobsleigh Men's Four,Gold
Mario Csar Kindeln Mesa,Cuba,CUB,2000 Summer,Sydney,Boxing,Boxing Men's Lightweight,Gold
Mario Csar Kindeln Mesa,Cuba,CUB,2004 Summer,Athina,Boxing,Boxing Men's Lightweight,Gold
Mario Fiorillo,Italy,ITA,1992 Summer,Barcelona,Water Polo,Water Polo Men's Water Polo,Gold
Mario Ghella (-Ghella Bayotto),Italy,ITA,1948 Summer,London,Cycling,Cycling Men's Sprint,Gold
Mario Kummer,East Germany,GDR,1988 Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
Mario Lemieux,Canada,CAN,2002 Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Mario Lertora,Italy,ITA,1924 Summer,Paris,Gymnastics,Gymnastics Men's Team All-Around,Gold
Mario Lertora,Italy,ITA,1932 Summer,Los Angeles,Gymnastics,Gymnastics Men's Team All-Around,Gold
Mario Lusiani,Italy,ITA,1928 Summer,Amsterdam,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Mario Majoni,Italy,ITA,1948 Summer,London,Water Polo,Water Polo Men's Water Polo,Gold
Mario Matt,Austria,AUT,2014 Winter,Sochi,Alpine Skiing,Alpine Skiing Men's Slalom,Gold
Mario Paolo Pedretti,Italy,ITA,1932 Summer,Los Angeles,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Mario Reiter,Austria,AUT,1998 Winter,Nagano,Alpine Skiing,Alpine Skiing Men's Combined,Gold
Mario Stecher,Austria,AUT,2006 Winter,Torino,Nordic Combined,Nordic Combined Men's Team,Gold
Mario Stecher,Austria,AUT,2010 Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Gold
Mario Tullio Montano,Italy,ITA,1972 Summer,Munich,Fencing,"Fencing Men's Sabre, Team",Gold
Mario Vallotto,Italy,ITA,1960 Summer,Roma,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
Mario von Appen,Germany,GER,1992 Summer,Barcelona,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Mario Zanin,Italy,ITA,1964 Summer,Tokyo,Cycling,"Cycling Men's Road Race, Individual",Gold
Marioara Popescu-Ciobanu,Romania,ROU,1984 Summer,Los Angeles,Rowing,Rowing Women's Double Sculls,Gold
Marioara Popescu-Ciobanu,Romania,ROU,1996 Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,Gold
Mario-Elio Gyr,Switzerland,SUI,2016 Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
"Marion Lawrence ""Larry"" Shields",United States,USA,1920 Summer,Antwerpen,Athletics,"Athletics Men's 3,000 metres, Team",Gold
"Marion Lois Jones (-Hunter, -Montgomery, -Thompson)",United States,USA,2000 Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Marion Rodewald,Germany,GER,2004 Summer,Athina,Hockey,Hockey Women's Hockey,Gold
Marit Bjrgen,Norway,NOR,2010 Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's Sprint,Gold
Marit Bjrgen,Norway,NOR,2010 Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Gold
Marit Bjrgen,Norway,NOR,2010 Winter,Vancouver,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
Marit Bjrgen,Norway,NOR,2014 Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 30 kilometres,Gold
Marit Bjrgen,Norway,NOR,2014 Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Gold
Marit Bjrgen,Norway,NOR,2014 Winter,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Gold
Marit Bouwmeester,Netherlands,NED,2016 Summer,Rio de Janeiro,Sailing,Sailing Women's One Person Dinghy,Gold
Marit Malm Frafjord,Norway,NOR,2008 Summer,Beijing,Handball,Handball Women's Handball,Gold
Marit Malm Frafjord,Norway,NOR,2012 Summer,London,Handball,Handball Women's Handball,Gold
Marit van Eupen,Netherlands,NED,2008 Summer,Beijing,Rowing,Rowing Women's Lightweight Double Sculls,Gold
Marita Koch (-Meier),East Germany,GDR,1980 Summer,Moskva,Athletics,Athletics Women's 400 metres,Gold
Marita Sandig (-Gasch),East Germany,GDR,1980 Summer,Moskva,Rowing,Rowing Women's Coxed Eights,Gold
Maritza Martn Garca,Cuba,CUB,1992 Summer,Barcelona,Athletics,Athletics Women's Discus Throw,Gold
Marius Daniel Urzic,Romania,ROU,2000 Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
Mariya Aleksandrovna Kiselyova,Russia,RUS,2000 Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
Mariya Aleksandrovna Kiselyova,Russia,RUS,2000 Summer,Sydney,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Mariya Aleksandrovna Kiselyova,Russia,RUS,2004 Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Mariya Dzhumabayevna Pinigina (Kulchunova-),Soviet Union,URS,1988 Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Mariya Igorevna Gromova,Russia,RUS,2004 Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Mariya Igorevna Gromova,Russia,RUS,2008 Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Mariya Igorevna Gromova,Russia,RUS,2012 Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Mariya Ivanovna Gusakova (Kudimova-),Soviet Union,URS,1960 Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
Mariya Kindrativna Horokhovska,Soviet Union,URS,1952 Summer,Helsinki,Gymnastics,Gymnastics Women's Individual All-Around,Gold
Mariya Kindrativna Horokhovska,Soviet Union,URS,1952 Summer,Helsinki,Gymnastics,Gymnastics Women's Team All-Around,Gold
Mariya Petrivna Litoshenko (-Kirkevych),Soviet Union,URS,1976 Summer,Montreal,Handball,Handball Women's Handball,Gold
Mariya Sergeyevna Savinova (-Farnosova),Russia,RUS,2012 Summer,London,Athletics,Athletics Women's 800 metres,Gold
Mariya Timofeyevna Shubina,Soviet Union,URS,1960 Summer,Roma,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Mariya Valeryevna Mazina,Russia,RUS,2000 Summer,Sydney,Fencing,"Fencing Women's epee, Team",Gold
Mariya Vladimirovna Shurochkina,Russia,RUS,2016 Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
Mariya Vyacheslavovna Netesova,Russia,RUS,2000 Summer,Sydney,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Mariya Yevgenyevna Filatova (-Kurbatova),Soviet Union,URS,1976 Summer,Montreal,Gymnastics,Gymnastics Women's Team All-Around,Gold
Mariya Yevgenyevna Filatova (-Kurbatova),Soviet Union,URS,1980 Summer,Moskva,Gymnastics,Gymnastics Women's Team All-Around,Gold
Mariya Yuryevna Tolkachova,Russia,RUS,2016 Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold
Mariya Zdravkova Grozdeva (Grigorova-),Bulgaria,BUL,2000 Summer,Sydney,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold
Mariya Zdravkova Grozdeva (Grigorova-),Bulgaria,BUL,2004 Summer,Athina,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold
Marja-Liisa Kirvesniemi-Hmlinen,Finland,FIN,1984 Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Gold
Marja-Liisa Kirvesniemi-Hmlinen,Finland,FIN,1984 Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres,Gold
Marja-Liisa Kirvesniemi-Hmlinen,Finland,FIN,1984 Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 20 kilometres,Gold
Marjo Tuulevi Matikainen (-Kallstrm),Finland,FIN,1988 Winter,Calgary,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres,Gold
Marjorie Gestring (-Redlick),United States,USA,1936 Summer,Berlin,Diving,Diving Women's Springboard,Gold
Marjorie Jackson (-Nelson),Australia,AUS,1952 Summer,Helsinki,Athletics,Athletics Women's 100 metres,Gold
Marjorie Jackson (-Nelson),Australia,AUS,1952 Summer,Helsinki,Athletics,Athletics Women's 200 metres,Gold
Mark Andrew Henderson,United States,USA,1996 Summer,Atlanta,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Mark Andrew Spitz,United States,USA,1968 Summer,Mexico City,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Mark Andrew Spitz,United States,USA,1968 Summer,Mexico City,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Mark Andrew Spitz,United States,USA,1972 Summer,Munich,Swimming,Swimming Men's 100 metres Freestyle,Gold
Mark Andrew Spitz,United States,USA,1972 Summer,Munich,Swimming,Swimming Men's 200 metres Freestyle,Gold
Mark Andrew Spitz,United States,USA,1972 Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
Mark Andrew Spitz,United States,USA,1972 Summer,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
Mark Andrew Spitz,United States,USA,1972 Summer,Munich,Swimming,Swimming Men's 100 metres Butterfly,Gold
Mark Andrew Spitz,United States,USA,1972 Summer,Munich,Swimming,Swimming Men's 200 metres Butterfly,Gold
Mark Andrew Spitz,United States,USA,1972 Summer,Munich,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Mark Anthony Breland,United States,USA,1984 Summer,Los Angeles,Boxing,Boxing Men's Welterweight,Gold
Mark Anthony Lewis-Francis,Great Britain,GBR,2004 Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Mark Anthony McKoy,Canada,CAN,1992 Summer,Barcelona,Athletics,Athletics Men's 110 metres Hurdles,Gold
Mark Anthony Peter Phillips,Great Britain,GBR,1972 Summer,Munich,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
Mark Brian Gorski,United States,USA,1984 Summer,Los Angeles,Cycling,Cycling Men's Sprint,Gold
Mark Christopher Hickman,Australia,AUS,2004 Summer,Athina,Hockey,Hockey Men's Hockey,Gold
Mark Daniel Gangloff,United States,USA,2004 Summer,Athina,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Mark Daniel Gangloff,United States,USA,2008 Summer,Beijing,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
Mark David Turnbull,Australia,AUS,2000 Summer,Sydney,Sailing,Sailing Men's Two Person Dinghy,Gold
Mark Edward Lenzi,United States,USA,1992 Summer,Barcelona,Diving,Diving Men's Springboard,Gold
Mark Einar Johnson,United States,USA,1980 Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Mark Huizinga,Netherlands,NED,2000 Summer,Sydney,Judo,Judo Men's Middleweight,Gold
Mark James Todd,New Zealand,NZL,1984 Summer,Los Angeles,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
Mark James Todd,New Zealand,NZL,1988 Summer,Seoul,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold
Mark Jan Hendrik Tuitert,Netherlands,NED,2010 Winter,Vancouver,Speed Skating,"Speed Skating Men's 1,500 metres",Gold
Mark Jeffrey Reynolds,United States,USA,1992 Summer,Barcelona,Sailing,Sailing Mixed Two Person Keelboat,Gold
Mark Jeffrey Reynolds,United States,USA,2000 Summer,Sydney,Sailing,Sailing Mixed Two Person Keelboat,Gold
Mark John Hunter,Great Britain,GBR,2008 Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Mark Kirchner,Germany,GER,1992 Winter,Albertville,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
Mark Kirchner,Germany,GER,1992 Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Mark Kirchner,Germany,GER,1994 Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold
Mark Nichols,Canada,CAN,2006 Winter,Torino,Curling,Curling Men's Curling,Gold
Mark Petrovich Midler,Soviet Union,URS,1960 Summer,Roma,Fencing,"Fencing Men's Foil, Team",Gold
Mark Petrovich Midler,Soviet Union,URS,1964 Summer,Tokyo,Fencing,"Fencing Men's Foil, Team",Gold
Mark Philip Schultz,United States,USA,1984 Summer,Los Angeles,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
Mark Raymond Woodforde,Australia,AUS,1996 Summer,Atlanta,Tennis,Tennis Men's Doubles,Gold
Mark Ronald Wells,United States,USA,1980 Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Mark Semyonovich Rakita,Soviet Union,URS,1964 Summer,Tokyo,Fencing,"Fencing Men's Sabre, Team",Gold
Mark Semyonovich Rakita,Soviet Union,URS,1968 Summer,Mexico City,Fencing,"Fencing Men's Sabre, Team",Gold
Mark Thomas Pavelich,United States,USA,1980 Winter,Lake Placid,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
Mark William Knowles,Australia,AUS,2004 Summer,Athina,Hockey,Hockey Men's Hockey,Gold
Mark Zabel,Germany,GER,1996 Summer,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Gold
Markis Kido,Indonesia-1,INA,2008 Summer,Beijing,Badminton,Badminton Men's Doubles,Gold
Markus Gier,Switzerland,SUI,1996 Summer,Atlanta,Rowing,Rowing Men's Lightweight Double Sculls,Gold
Markus Tobias Oscarsson,Sweden,SWE,2004 Summer,Athina,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Gold
Markus Wasmeier,Germany,GER,1994 Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Super G,Gold
Markus Wasmeier,Germany,GER,1994 Winter,Lillehammer,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Gold
Markus Zimmermann,Germany-2,GER,1998 Winter,Nagano,Bobsleigh,Bobsleigh Men's Four,Gold
Markus Zimmermann,Germany-1,GER,2002 Winter,Salt Lake City,Bobsleigh,Bobsleigh Men's Two,Gold
Marlenis Costa Blanco,Cuba,CUB,1992 Summer,Barcelona,Volleyball,Volleyball Women's Volleyball,Gold
Marlenis Costa Blanco,Cuba,CUB,1996 Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Gold
Marlenis Costa Blanco,Cuba,CUB,2000 Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold
Marlies Oelsner-Ghr,East Germany,GDR,1976 Summer,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
Marlies Oelsner-Ghr,East Germany,GDR,1980 Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
"Marlies Rostock (-Dotzauer, -Fraas)",East Germany,GDR,1980 Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold
Marlon Ronald Devonish,Great Britain,GBR,2004 Summer,Athina,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Marnie Elizabeth McBean,Canada,CAN,1992 Summer,Barcelona,Rowing,Rowing Women's Coxless Pairs,Gold
Marnie Elizabeth McBean,Canada,CAN,1992 Summer,Barcelona,Rowing,Rowing Women's Coxed Eights,Gold
